;age;marital;housing;loan;contact;month;day_of_week;duration;campaign;previous;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y;job_admin.;job_blue-collar;job_management;job_other;job_services;job_technician;education_basic.9y;education_high.school;education_other;education_professional.course;education_university.degree
25263;32;0;0;0;1;11;2;194.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25264;34;0;1;0;0;11;2;87.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25265;33;0;0;0;0;11;2;143.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;1;0;0;0
25266;35;0;1;0;0;11;2;372.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25267;33;1;1;1;0;11;2;86.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25268;39;1;1;0;0;11;2;58.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25269;32;1;1;1;0;11;2;119.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;0;0;1
25270;30;1;0;1;0;11;2;117.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;0;1;0;0;0
25271;48;0;1;0;0;11;2;373.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;1;0;0;0;0
25272;49;0;0;0;1;11;2;177.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;1;0;0;0
25273;36;2;0;0;0;11;2;84.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25274;50;0;1;0;1;11;2;150.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;1;0;0;0;1;0;0;0;0;1;0;0
25275;36;2;1;0;0;11;2;171.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25276;34;1;1;0;0;11;2;131.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25277;39;0;0;0;0;11;2;115.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;0;0;1
25278;42;0;0;0;0;11;2;283.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;0;0;1
25279;54;0;1;0;0;11;2;121.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;1;0;0;0
25280;31;0;1;0;1;11;2;174.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25281;37;0;1;0;0;11;2;238.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25282;32;0;1;0;0;11;2;61.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25283;40;1;1;0;0;11;2;139.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;1;0;0;0
25284;54;0;0;0;0;11;2;139.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;0;1
25285;42;0;1;0;0;11;2;586.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25286;40;0;0;0;0;11;2;80.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25287;32;0;0;0;1;11;2;296.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25288;57;0;0;1;0;11;2;218.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25289;38;0;1;0;0;11;2;390.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;1;0;0;0;0
25290;40;0;1;0;0;11;2;271.0;5;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;1;0
25291;47;0;0;0;1;11;2;195.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25292;52;0;0;0;0;11;2;173.0;7;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25293;42;1;1;0;0;11;2;100.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25294;38;0;1;0;0;11;2;192.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25295;58;0;1;0;0;11;2;185.0;4;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25296;34;0;1;1;0;11;2;411.0;3;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25297;30;1;1;0;0;11;2;108.0;5;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;1;0;0;0;0
25298;36;2;1;0;0;11;2;163.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25299;45;0;1;0;0;11;2;167.0;5;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25300;47;0;0;0;0;11;2;167.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25301;57;0;0;0;0;11;2;486.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;1;0;0;0
25302;34;0;0;0;0;11;2;140.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25303;36;0;0;1;0;11;2;160.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25304;38;1;1;0;0;11;2;425.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;1;0;0;0;0
25305;40;0;1;0;0;11;2;353.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;1;0;0
25306;37;0;1;1;0;11;2;84.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25307;35;0;0;1;1;11;2;79.0;4;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25308;29;2;1;0;0;11;2;79.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25309;36;0;1;0;0;11;2;79.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25310;36;1;1;0;0;11;2;240.0;3;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25311;40;0;1;0;1;11;2;33.0;4;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25312;52;1;1;0;0;11;2;77.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25313;32;0;1;0;0;11;2;203.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25314;42;0;0;0;0;11;2;364.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25315;40;0;0;0;0;11;2;364.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;0;1;0;0;0
25316;58;0;1;0;0;11;2;233.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25317;40;2;1;0;0;11;2;394.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;1;0;0;0;0
25318;51;0;0;1;0;11;2;515.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;1;0;0;0;0
25319;52;0;1;1;1;11;2;285.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25320;30;0;1;0;0;11;2;65.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25321;35;2;1;1;0;11;2;62.0;6;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;1;0;1;0;0;0;0
25322;30;0;0;0;0;11;2;200.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25323;29;2;0;0;0;11;2;55.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25324;43;0;1;1;1;11;2;249.0;3;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25325;31;0;1;0;0;11;2;39.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;0;1
25326;30;0;1;0;0;11;2;493.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25327;50;0;0;0;1;11;2;40.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25328;50;0;0;0;0;11;2;99.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25329;39;0;1;0;0;11;2;99.0;4;1;-0.1;93.2;-42.0;4.153;5195.8;1;0;1;0;0;0;0;1;0;0;0;0
25330;50;0;0;1;0;11;2;189.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25331;34;1;1;0;0;11;2;581.0;4;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;1;0;0;0
25332;42;1;1;0;1;11;2;115.0;4;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;1;0;0
25333;46;0;1;0;0;11;2;154.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25334;43;0;1;0;0;11;2;166.0;3;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25335;41;1;1;0;0;11;2;105.0;5;1;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25336;33;0;0;0;0;11;2;188.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;1;0;0;0
25337;42;2;1;0;0;11;2;491.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;0;1;0
25338;35;1;1;0;1;11;2;263.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25339;58;0;0;0;0;11;2;64.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25340;35;0;1;0;0;11;2;139.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;0;1;0
25341;53;2;1;1;0;11;2;105.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;1;0;0;0;0;0;1
25342;58;0;1;0;0;11;2;80.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25343;58;0;1;0;0;11;2;180.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25344;58;0;1;0;0;11;2;158.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25345;35;1;0;0;0;11;2;158.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;1;1;0;0;0;0;0;0;0;0;0;1
25346;36;0;0;0;0;11;2;111.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25347;36;0;0;0;0;11;2;246.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25348;39;0;0;0;0;11;2;149.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;1;0;0;0;0
25349;34;2;1;0;0;11;2;83.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25350;32;0;1;0;0;11;2;247.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25351;43;1;0;0;0;11;2;173.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;1;0;0;0;0
25352;48;1;1;1;0;11;2;193.0;4;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;0;1
25353;48;0;1;0;0;11;2;141.0;2;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;0;0;1
25354;39;0;1;0;0;11;2;467.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;1;0;0;0;0
25355;31;1;1;0;1;11;2;176.0;4;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;0;0;1
25356;34;0;0;0;0;11;2;106.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;1;0;0;0;0
25357;34;0;1;0;0;11;2;66.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;1;0;0;0;0
25358;39;0;0;1;0;11;2;530.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;1;0;0;0;0
25359;34;0;0;0;0;11;2;110.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;1;0;0;0;0
25360;34;0;0;0;0;11;2;201.0;3;1;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25361;29;2;1;0;1;11;2;366.0;3;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;1;0;0;0;0;0;0;1
25362;43;0;1;0;1;11;2;82.0;6;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25363;44;0;1;0;0;11;2;129.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;1;0;0;0;1;0;0;0;0
25364;36;0;1;0;0;11;2;136.0;5;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25365;34;1;1;0;1;11;2;251.0;4;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;1;0;0;0
25366;42;0;0;0;0;11;2;203.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25367;45;0;0;0;0;11;2;75.0;5;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25368;37;0;0;0;0;11;2;543.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;1;0;0;0;1;0;0;0;0;0;0;1
25369;36;1;1;0;1;11;2;34.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25370;33;1;1;0;1;11;2;34.0;3;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;1;0;0;0
25371;36;1;1;0;0;11;2;216.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25372;37;0;1;0;0;11;2;252.0;2;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25373;33;1;0;0;0;11;2;436.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25374;42;0;1;1;0;11;2;288.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25375;56;1;0;1;0;11;2;307.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25376;37;0;1;0;1;11;2;164.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25377;37;0;0;0;0;11;2;91.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25378;30;0;0;0;0;11;2;91.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25379;37;0;1;0;0;11;2;400.0;1;0;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25380;36;1;1;0;0;11;2;400.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;1;0;0;0;0;0;1;0;0;0;1;0
25381;37;0;0;0;0;11;2;372.0;1;1;-0.1;93.2;-42.0;4.153;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25382;56;2;0;0;0;11;3;90.0;2;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25383;30;0;1;0;0;11;3;77.0;2;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25384;34;1;0;1;0;11;3;139.0;3;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;1;0;0;0;0
25385;38;2;0;0;1;11;3;59.0;5;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;1;0;0;0
25386;31;0;1;0;0;11;3;167.0;3;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25387;35;0;0;0;0;11;3;427.0;3;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25388;35;1;0;0;0;11;3;187.0;5;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25389;30;0;0;0;0;11;3;308.0;5;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25390;40;0;1;0;1;11;3;178.0;5;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25391;43;0;0;1;0;11;3;206.0;5;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25392;29;1;0;0;0;11;3;89.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25393;29;1;0;0;0;11;3;62.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25394;29;1;0;0;0;11;3;308.0;4;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25395;32;0;1;1;0;11;3;56.0;2;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25396;29;1;0;0;0;11;3;209.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25397;29;1;1;0;1;11;3;103.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25398;31;0;1;1;0;11;3;98.0;2;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;0;0;1;0;0
25399;31;1;1;0;0;11;3;180.0;3;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;0;1;0;0;0
25400;38;2;1;0;0;11;3;180.0;2;1;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25401;33;0;1;1;0;11;3;84.0;3;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25402;33;0;0;1;0;11;3;113.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25403;41;0;1;0;0;11;3;135.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;1;0;0;0;0
25404;36;0;1;0;0;11;3;157.0;4;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25405;33;0;1;1;0;11;3;299.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25406;33;2;1;0;0;11;3;100.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25407;35;1;1;1;0;11;3;100.0;3;0;-0.1;93.2;-42.0;4.12;5195.8;1;0;0;0;0;0;1;0;1;0;0;0
25408;34;1;0;0;0;11;3;347.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25409;31;1;0;0;0;11;3;511.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;1;1;0;0;0;0;0;0;1;0;0;0
25410;32;1;1;1;0;11;3;126.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;0;1;0;0;0
25411;32;1;1;0;0;11;3;108.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;0;1;0;0;0
25412;45;0;1;0;0;11;3;101.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25413;34;1;0;0;0;11;3;101.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25414;49;2;0;0;0;11;3;364.0;2;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25415;30;0;0;0;0;11;3;364.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;1;0;0;0
25416;48;1;1;0;0;11;3;43.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25417;33;0;0;1;0;11;3;375.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;1;0;0;0
25418;55;2;1;0;0;11;3;370.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25419;33;1;1;1;0;11;3;125.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25420;30;0;1;0;0;11;3;242.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25421;40;0;1;0;0;11;3;147.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25422;38;0;1;0;0;11;3;112.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25423;46;2;1;1;0;11;3;184.0;2;1;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25424;39;0;0;0;0;11;3;159.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25425;39;0;0;0;0;11;3;199.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;0;0;1
25426;41;0;0;0;0;11;3;140.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25427;58;0;0;0;0;11;3;189.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;0;1;0
25428;41;0;0;0;0;11;3;192.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25429;44;1;0;0;0;11;3;305.0;4;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25430;48;0;0;0;0;11;3;167.0;4;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25431;48;1;0;0;0;11;3;207.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;1;0
25432;32;0;1;0;0;11;3;104.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;0;1;0;0;0
25433;30;1;0;0;0;11;3;30.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25434;35;1;1;0;0;11;3;316.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;1;0;0
25435;29;0;1;1;0;11;3;133.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25436;58;0;0;0;0;11;3;577.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;0;1;0
25437;38;1;1;0;0;11;3;305.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;0;1
25438;30;1;0;0;0;11;3;204.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25439;40;0;0;0;0;11;3;210.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;0;0;0;1
25440;47;0;1;0;0;11;3;126.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;1;0;0;0;0
25441;38;2;1;0;1;11;3;137.0;4;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;1;0;0;0
25442;48;1;1;0;0;11;3;530.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;0;0;1;0
25443;35;0;1;0;0;11;3;400.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25444;32;1;0;0;0;11;3;295.0;1;1;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25445;36;0;0;0;0;11;3;221.0;4;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;0;0;0;1
25446;39;0;1;0;0;11;3;158.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;0;0;1;0;0;0;0
25447;32;1;1;0;0;11;3;58.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;0;0;0;1
25448;45;0;0;0;0;11;3;193.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;0;0;1;0
25449;31;1;0;0;0;11;3;187.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;0;0;0;1
25450;46;2;0;0;0;11;3;499.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;1;0;0;0;0;1;0;0;0
25451;33;1;0;0;0;11;3;313.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;0;1;0;0;1;0;0
25452;38;0;1;0;1;11;3;125.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;0;0;0;1;0;0;0
25453;44;1;1;1;0;11;3;277.0;4;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;0;1;0;0;1;0;0;0
25454;32;2;0;0;0;11;3;194.0;1;0;-0.1;93.2;-42.0;4.12;5195.8;0;0;0;0;1;0;0;0;1;0;0;0
